**** BEGIN LOGGING AT Sat Oct 22 09:26:56 2016

[LoverGuy has address Chat@love.friendship.faith.trust.peace.bliss]
Oct 22 09:26:56 <LoverGuy>	hi rf
Jan 17 02:51:27 <LoverGuy>	katte is donkey
Jan 17 02:51:29 <RammsteinFan>	hmm not good
Jan 17 02:51:32 <RammsteinFan>	ah yes
Jan 17 02:51:34 <LoverGuy>	yes
Jan 17 02:51:37 <RammsteinFan>	nai is dog i guess
Jan 17 02:51:55 <LoverGuy>	nayi
Jan 17 02:52:17 <RammsteinFan>	yes
Jan 17 02:52:31 <RammsteinFan>	hmm what can we do about ut?
Jan 17 02:52:33 <RammsteinFan>	it*
Jan 17 02:53:00 <LoverGuy>	she has to realize herself that i'm not him
Jan 17 02:53:12 <LoverGuy>	but behaviour is ingrained in the genes
Jan 17 02:53:21 <RammsteinFan>	yes
Jan 17 02:53:29 <RammsteinFan>	anyone would have seen it by now
Jan 17 02:53:30 <LoverGuy>	only time has to slowly wear it down
Jan 17 02:53:33 <LoverGuy>	yeah
Jan 17 02:54:46 <RammsteinFan>	hmm
Jan 17 02:54:53 <LoverGuy>	she doesn't speak to dew and azz
Jan 17 02:55:01 <RammsteinFan>	oh i see
Jan 17 02:55:04 <RammsteinFan>	dew too?
Jan 17 02:55:12 <RammsteinFan>	az i can understand
Jan 17 02:55:14 <LoverGuy>	yes
Jan 17 02:55:20 <RammsteinFan>	why ot her?
Jan 17 02:55:53 <LoverGuy>	she told dew, "you'll know who's who soon"... meaning she'll get to know that i'm az
Jan 17 02:56:01 <LoverGuy>	dew just dismissed it
Jan 17 02:56:15 <LoverGuy>	and so she's angry with her too
Jan 17 02:56:36 <RammsteinFan>	wow whata mess
Jan 17 02:56:47 <RammsteinFan>	with time will be alright i guess
Jan 17 02:56:55 <LoverGuy>	hope so..
Jan 17 02:57:07 <RammsteinFan>	it will buddy
Jan 17 02:57:18 <RammsteinFan>	just have some patiene
Jan 17 02:57:22 <RammsteinFan>	patience*
Jan 17 02:57:30 <LoverGuy>	yeah.. i have a lot of it... ty :)
Jan 17 02:57:39 <RammsteinFan>	good :)
Jan 17 02:57:48 <LoverGuy>	what's up with you? any progress with the 'teacher'?
Jan 17 02:58:00 <RammsteinFan>	yes i talk to her regularly
Jan 17 02:58:02 <RammsteinFan>	:)
Jan 17 02:58:08 <RammsteinFan>	got some bad news day before ytd
Jan 17 02:58:17 <LoverGuy>	oh noo
Jan 17 02:58:21 <RammsteinFan>	my aunt's husband passed away 
Jan 17 02:58:28 <LoverGuy>	ooooo
Jan 17 02:58:35 <RammsteinFan>	they were on their way to usa and he passed away in plane
Jan 17 02:58:39 <LoverGuy>	that's why you weren't here
Jan 17 02:58:42 <LoverGuy>	omg....
Jan 17 02:58:43 <RammsteinFan>	yes
Jan 17 02:58:44 <LoverGuy>	bad
Jan 17 02:58:58 <RammsteinFan>	he was a very good man
Jan 17 02:59:12 <LoverGuy>	:( sad... 
Jan 17 02:59:19 <LoverGuy>	heart attack?
Jan 17 02:59:20 <RammsteinFan>	i was worried about my aunt
Jan 17 02:59:21 <RammsteinFan>	yes
Jan 17 02:59:30 <RammsteinFan>	they had 2 flights
Jan 17 02:59:36 <LoverGuy>	ok..
Jan 17 02:59:38 <RammsteinFan>	goa to doha and doha to usa
Jan 17 02:59:44 <LoverGuy>	hmmm k
Jan 17 02:59:50 <RammsteinFan>	i was worried about whcih flight theu were on when he passed
Jan 17 02:59:53 <RammsteinFan>	she is aged too
Jan 17 03:00:14 <LoverGuy>	only two of them?
Jan 17 03:00:17 <RammsteinFan>	yes
Jan 17 03:00:37 <RammsteinFan>	if its doha how will she manage
Jan 17 03:00:38 <LoverGuy>	she would have had a tough time...
Jan 17 03:00:42 <LoverGuy>	yeah
Jan 17 03:00:51 <RammsteinFan>	yes 1.5 hours to usa nad he passed away
Jan 17 03:00:58 <LoverGuy>	airline officials could help
Jan 17 03:01:14 <RammsteinFan>	yes they will but it would have been a big shock for her
Jan 17 03:01:16 <LoverGuy>	but it involves a lot of formalities.. and in that state of mind...
Jan 17 03:01:19 <LoverGuy>	yeah
Jan 17 03:01:21 <RammsteinFan>	yeah exactly
Jan 17 03:01:25 <RammsteinFan>	tough time
Jan 17 03:02:00 <RammsteinFan>	both their daughters are in usa
Jan 17 03:02:07 <LoverGuy>	such shocks leave a very deep sadness... difficult to overcome
Jan 17 03:02:14 <LoverGuy>	i've had them
Jan 17 03:02:17 <LoverGuy>	ok
Jan 17 03:02:20 <RammsteinFan>	yes i know
Jan 17 03:02:39 <RammsteinFan>	didnt feel like doing anyting ytd
Jan 17 03:02:48 <LoverGuy>	hmm.. naturally.
Jan 17 03:02:54 <LoverGuy>	dad's bro?
Jan 17 03:03:03 <RammsteinFan>	no dad's sis husband
Jan 17 03:03:14 <RammsteinFan>	hes the one who used to ralk to me about books all the time 
Jan 17 03:03:16 <LoverGuy>	ok...
Jan 17 03:03:21 <RammsteinFan>	great man to learn form
Jan 17 03:03:23 <RammsteinFan>	from*
Jan 17 03:03:28 <LoverGuy>	ohh.. you'll miss him badly
Jan 17 03:03:31 <RammsteinFan>	yes :(
Jan 17 03:03:41 <RammsteinFan>	veyr much
Jan 17 03:04:02 <RammsteinFan>	wheneer i use to go to goa i used to visit him wo fail
Jan 17 03:04:10 <LoverGuy>	i've seen it all.. that's what gives me so much patience
Jan 17 03:04:19 <RammsteinFan>	sure buddy
Jan 17 03:04:21 <LoverGuy>	it will haunt you
Jan 17 03:04:24 <RammsteinFan>	your relatives?
Jan 17 03:04:27 <LoverGuy>	yes
Jan 17 03:04:32 <LoverGuy>	and mentors
Jan 17 03:04:34 <LoverGuy>	and mom...
Jan 17 03:04:36 <RammsteinFan>	ah ok
Jan 17 03:04:40 <RammsteinFan>	sorry to hear about it
Jan 17 03:04:40 <LoverGuy>	she was a great reader
Jan 17 03:04:51 <RammsteinFan>	sure i an understand
Jan 17 03:04:52 <LoverGuy>	i've inherited reading from her
Jan 17 03:04:58 <RammsteinFan>	i can tell that
Jan 17 03:05:22 <LoverGuy>	and it was a shock too.. in just 4 months she became anorexic for no apparent reason
Jan 17 03:05:39 <LoverGuy>	nothing i could do...
Jan 17 03:05:47 <RammsteinFan>	how old was she?
Jan 17 03:05:50 <LoverGuy>	i still feel the helplessness of it
Jan 17 03:05:53 <RammsteinFan>	thats sad
Jan 17 03:05:58 <LoverGuy>	63
Jan 17 03:06:00 <RammsteinFan>	sure buddy i can imagine
Jan 17 03:06:04 <RammsteinFan>	thats young
Jan 17 03:06:08 <RammsteinFan>	what happened?
Jan 17 03:06:09 <LoverGuy>	yeah
Jan 17 03:06:20 <LoverGuy>	no idea.. it was never diagnoised
Jan 17 03:06:42 <LoverGuy>	best of medical help couldn't diagnoise it
Jan 17 03:06:51 <RammsteinFan>	yes
Jan 17 03:07:01 <RammsteinFan>	that can happen
Jan 17 03:07:26 <RammsteinFan>	did they give her medicine to get hungry?
Jan 17 03:07:35 <LoverGuy>	yes... nothing helped
Jan 17 03:07:56 <LoverGuy>	at ms ramiah hospital she passed away
Jan 17 03:08:14 <RammsteinFan>	thats sad
Jan 17 03:08:32 <RammsteinFan>	your dad was tehre at that time?
Jan 17 03:08:39 <LoverGuy>	she was very active and was even helping others
Jan 17 03:08:48 <LoverGuy>	no.. he'd passed away much earlier
Jan 17 03:08:54 <RammsteinFan>	oh ok
Jan 17 03:09:18 <RammsteinFan>	sorry about that 
Jan 17 03:09:38 <RammsteinFan>	with old age it happens 
Jan 17 03:09:44 <LoverGuy>	thanks... it won't go away... the pain
Jan 17 03:09:46 <RammsteinFan>	but 63 is no age to become anorexic
Jan 17 03:09:52 <LoverGuy>	yess
Jan 17 03:09:58 <RammsteinFan>	i know
Jan 17 03:10:03 <RammsteinFan>	but talking about it helps
Jan 17 03:10:16 <LoverGuy>	yes, it does :)
Jan 17 03:10:48 <LoverGuy>	i've seen a lot of deaths
Jan 17 03:10:55 <RammsteinFan>	omg
Jan 17 03:11:03 <RammsteinFan>	your relatives?
Jan 17 03:11:18 <LoverGuy>	friends, relatives...
Jan 17 03:11:32 <RammsteinFan>	thats bad man
Jan 17 03:11:35 <LoverGuy>	one guy in the men's hostel i was in, hanged himself
Jan 17 03:11:42 <RammsteinFan>	my roommate passed away 3 years ago
Jan 17 03:11:43 <LoverGuy>	a gold medalist
Jan 17 03:11:45 <LoverGuy>	oh no
Jan 17 03:11:46 <RammsteinFan>	wow
Jan 17 03:11:57 <RammsteinFan>	why did he hang himself?
Jan 17 03:12:15 <LoverGuy>	and it wasn't discovered until 5 days
Jan 17 03:12:20 <RammsteinFan>	he had moved to his hometown and he passed away maybe 3 weeks after his moved there
Jan 17 03:12:26 <RammsteinFan>	wow 5 days
Jan 17 03:12:33 <LoverGuy>	medical condition?
Jan 17 03:12:35 <RammsteinFan>	man thats tough
Jan 17 03:12:44 <RammsteinFan>	heart attack
Jan 17 03:12:52 <LoverGuy>	ok..
Jan 17 03:13:01 <RammsteinFan>	he was so full of life and always fun to be around
Jan 17 03:13:22 <LoverGuy>	and the police guy opened the door just as i went there.. the most ghastly scene i'll ever see
Jan 17 03:13:27 <RammsteinFan>	i couldnt even look his parents in th eeye when i went it meet them
Jan 17 03:13:27 <LoverGuy>	that's painful :(
Jan 17 03:13:32 <LoverGuy>	i know...
Jan 17 03:13:39 <LoverGuy>	it's a very tough thing
Jan 17 03:13:53 <RammsteinFan>	very 
Jan 17 03:14:27 <LoverGuy>	the body was rotten and it had sunk and sunk and touched the table.. blood dripping
Jan 17 03:14:29 <RammsteinFan>	when we used ot get drunk he used to start talking non stop
Jan 17 03:14:41 <RammsteinFan>	i miss that so much now
Jan 17 03:14:44 <LoverGuy>	hmmm.. you'll surely miss him
Jan 17 03:14:52 <RammsteinFan>	we use to tell him to keep quiet then
Jan 17 03:15:00 <RammsteinFan>	now it the very thing we miss
Jan 17 03:15:14 <LoverGuy>	yeah.. we'll know only when we lose them
Jan 17 03:15:15 <LoverGuy>	:(
Jan 17 03:15:19 <RammsteinFan>	yes
Jan 17 03:15:33 <RammsteinFan>	more than ever
Jan 17 03:16:08 <LoverGuy>	and young ones are more missed
Jan 17 03:16:24 <RammsteinFan>	everyone close to you will be missed
Jan 17 03:16:30 <RammsteinFan>	age doesnt matter 
Jan 17 03:16:41 <LoverGuy>	my friend's bro.. he went to US
Jan 17 03:16:54 <LoverGuy>	got some technology patented... and came back
Jan 17 03:17:25 <RammsteinFan>	ok
Jan 17 03:17:30 <LoverGuy>	at the airport he couldn't bear the sheer happiness of it... and it lead to a heart attck!
Jan 17 03:17:40 <LoverGuy>	died right there
Jan 17 03:17:46 <RammsteinFan>	wo
Jan 17 03:17:50 <RammsteinFan>	omg
Jan 17 03:18:03 <LoverGuy>	what can we comment abt this?
Jan 17 03:18:07 <RammsteinFan>	yes
Jan 17 03:18:21 <RammsteinFan>	how old was he?
Jan 17 03:18:32 <LoverGuy>	35
Jan 17 03:18:50 <RammsteinFan>	man thats tough
Jan 17 03:18:55 <RammsteinFan>	was he married?
Jan 17 03:18:59 <LoverGuy>	yes
Jan 17 03:19:01 <LoverGuy>	2 kids
Jan 17 03:19:08 <RammsteinFan>	omg
Jan 17 03:19:22 <RammsteinFan>	it will be tougher on them
Jan 17 03:19:25 <LoverGuy>	and my friend wasn't given any property after that
Jan 17 03:19:32 <LoverGuy>	they are rich
Jan 17 03:19:51 <RammsteinFan>	wow
Jan 17 03:19:54 <RammsteinFan>	poeple are cruel
Jan 17 03:20:20 <LoverGuy>	:(
Jan 17 03:20:27 <LoverGuy>	he's still fighting in the court
Jan 17 03:20:38 <LoverGuy>	with no definite income
Jan 17 03:20:54 <RammsteinFan>	his parents didnt give him any property?
Jan 17 03:21:31 <LoverGuy>	no.. his dad passed away tooo... soon after that
Jan 17 03:22:02 <RammsteinFan>	so who didnt give him property?
Jan 17 03:22:37 <LoverGuy>	after the dad passed away it all went to his sister in law
Jan 17 03:22:48 <LoverGuy>	and she hates him
Jan 17 03:22:56 <LoverGuy>	some legal trick
Jan 17 03:23:02 <RammsteinFan>	ah ok
Jan 17 03:23:37 <LoverGuy>	and another old guy in that men's hostel went totally crazy..
Jan 17 03:23:59 <RammsteinFan>	i see
Jan 17 03:24:00 <LoverGuy>	one day he'd dress as a hindu and the next day as a muslim and a soldier
Jan 17 03:24:05 <RammsteinFan>	wow
Jan 17 03:24:10 <RammsteinFan>	why?
Jan 17 03:24:32 <LoverGuy>	unmarried... loneliness
Jan 17 03:24:39 <RammsteinFan>	hmm thats bad
Jan 17 03:24:49 <LoverGuy>	he was an enginner in Bosch.. 
Jan 17 03:24:57 <LoverGuy>	mechanical engg
Jan 17 03:24:57 <RammsteinFan>	mens hostel? so he must be a student no?
Jan 17 03:25:02 <LoverGuy>	noo
Jan 17 03:25:04 <RammsteinFan>	you men mico
Jan 17 03:25:07 <RammsteinFan>	mean*
Jan 17 03:25:10 <LoverGuy>	yes
Jan 17 03:25:12 <RammsteinFan>	now its bosch
Jan 17 03:25:13 <LoverGuy>	adugodi
Jan 17 03:25:14 <LoverGuy>	yes
Jan 17 03:25:19 <RammsteinFan>	yeah
Jan 17 03:25:30 <LoverGuy>	no relatives at all
Jan 17 03:25:37 <LoverGuy>	we had to admit him to nimhans
Jan 17 03:26:02 <RammsteinFan>	thats bad man
Jan 17 03:26:07 <RammsteinFan>	is he ok now?
Jan 17 03:26:17 <LoverGuy>	he'd get naked and keep shouting at the midnight
Jan 17 03:26:24 <LoverGuy>	no.. he passed away too
Jan 17 03:26:30 <RammsteinFan>	sad
Jan 17 03:26:37 <LoverGuy>	sexual frustration they said
Jan 17 03:26:50 <RammsteinFan>	when your mind goes haywire its tough to get it back
Jan 17 03:27:02 <RammsteinFan>	other things can be treated easily
Jan 17 03:27:30 <LoverGuy>	yes... there lies the problem
Jan 17 03:27:34 <RammsteinFan>	yes
Jan 17 03:28:14 <LoverGuy>	i'd even seen a guy hacked up.. by rowdies... right before my eys
Jan 17 03:28:16 <LoverGuy>	eyes
Jan 17 03:28:21 <RammsteinFan>	wow
Jan 17 03:28:32 <LoverGuy>	i've had terrible shocks
Jan 17 03:28:40 <RammsteinFan>	yes
Jan 17 03:28:51 <RammsteinFan>	but it makes you tronger
Jan 17 03:28:53 <RammsteinFan>	stronger*
Jan 17 03:29:06 <LoverGuy>	yes.. and more patient and accepting
Jan 17 03:29:42 <LoverGuy>	wow those two are fighting on the mains
Jan 17 03:29:52 <RammsteinFan>	yeah
Jan 17 03:29:52 <LoverGuy>	az and sap
Jan 17 03:29:54 <RammsteinFan>	i saw it
Jan 17 03:30:00 <RammsteinFan>	its crazy
Jan 17 03:30:19 <LoverGuy>	a girl speaks this way?
Jan 17 03:30:45 <RammsteinFan>	exactly
Jan 17 03:46:30 <LoverGuy>	he's speaking to you?
Jan 17 03:47:26 <RammsteinFan>	talking to dew
Jan 17 03:47:33 <LoverGuy>	ok..
Jan 17 03:47:35 <RammsteinFan>	told her to tell az to tone it down in main
Jan 17 03:47:46 <LoverGuy>	yeah
Jan 17 04:03:12 <RammsteinFan>	you there?
Jan 17 04:03:19 <LoverGuy>	yes
Jan 17 04:03:32 <RammsteinFan>	dew is talking to sapp
Jan 17 04:03:45 <LoverGuy>	yeah i know
Jan 17 04:03:54 <RammsteinFan>	ok
Jan 17 04:04:17 <RammsteinFan>	who does sapp talk to ?
Jan 17 04:04:29 <RammsteinFan>	you know usually
Jan 17 04:04:43 <LoverGuy>	no one..
Jan 17 04:04:55 <LoverGuy>	just me and dragon
Jan 17 04:05:01 <RammsteinFan>	we could have talkd to him/her and asked her to talk to sapp
Jan 17 04:05:16 <RammsteinFan>	make her see some reason
Jan 17 04:05:43 <LoverGuy>	she's abusing me too
Jan 17 04:06:05 <RammsteinFan>	in pm right?
Jan 17 04:06:21 <LoverGuy>	yes
Jan 17 04:06:25 <RammsteinFan>	wow
Jan 17 04:06:34 <RammsteinFan>	really being unreasonable
Jan 17 04:06:44 <LoverGuy>	totally
Jan 17 04:09:28 <RammsteinFan>	yes
Jan 17 04:09:45 <LoverGuy>	hope it gets resolved today
Jan 17 04:10:16 <RammsteinFan>	i guess
Jan 17 04:10:22 <RammsteinFan>	i hope so too
Jan 17 04:45:53 <LoverGuy>	both got banned
Jan 17 04:46:09 <RammsteinFan>	yeah
Jan 17 04:46:11 <RammsteinFan>	that better
Jan 17 04:46:16 <RammsteinFan>	let them cool off
Jan 17 04:46:19 <LoverGuy>	yeah..
Jan 17 05:05:30 *	LoverGuy has quit (Killed (NickServ (GHOST command used by LG)))
**** ENDING LOGGING AT Tue Jan 17 05:21:54 2017

**** BEGIN LOGGING AT Thu Jan 19 17:42:51 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 19 17:42:51 <LoverGuy>	hi Ramm
Jan 19 17:42:59 <LoverGuy>	how're you?
Jan 19 17:43:41 <RammsteinFan>	hi lg
Jan 19 17:43:43 <RammsteinFan>	im ok
Jan 19 17:50:42 <LoverGuy>	good :)
Jan 19 17:59:08 <LoverGuy>	it's more or less confirmed that she's with someone else
Jan 19 17:59:37 <RammsteinFan>	i see
Jan 19 17:59:51 <LoverGuy>	^PrawnSalad
Jan 19 18:00:08 <LoverGuy>	they were flirting on the mains yesterday
Jan 19 18:00:30 <RammsteinFan>	i see
Jan 19 18:01:07 <LoverGuy>	and someone told me that she regularly with some guy.. maybe him, or someone else
Jan 19 18:01:30 <LoverGuy>	regularly speaks*
Jan 19 18:01:50 <RammsteinFan>	you cant trust everything you hear
Jan 19 18:02:04 <LoverGuy>	trustworthy source
Jan 19 18:02:09 <RammsteinFan>	lol
Jan 19 18:02:18 <RammsteinFan>	cia?
Jan 19 18:02:24 <LoverGuy>	sort of
Jan 19 18:02:31 <RammsteinFan>	haha
Jan 19 18:02:40 <RammsteinFan>	ok if you say so
Jan 19 18:02:52 <LoverGuy>	someone who has been on irc for long, and knows people here
Jan 19 18:03:12 <RammsteinFan>	speaking with someone is not flirting
Jan 19 18:03:22 <RammsteinFan>	you are bacoming paranoid
Jan 19 18:03:36 <LoverGuy>	anyway she enacted the flirting yesterday on the mains for my benefit
Jan 19 18:04:03 <LoverGuy>	kinky flirting
Jan 19 18:04:33 <RammsteinFan>	must be a revenge 
Jan 19 18:04:44 <LoverGuy>	she used most foul language to abuse dew and az
Jan 19 18:04:53 <RammsteinFan>	yeah i know dew told me
Jan 19 18:05:00 <LoverGuy>	yeah.. az said she used kannada words with him
Jan 19 18:05:09 <LoverGuy>	she still thinks i'm him?
Jan 19 18:05:19 <LoverGuy>	yeah.. should be revenge..
Jan 19 18:05:28 <LoverGuy>	based on illusions
Jan 19 18:05:35 <RammsteinFan>	im guessing from what you have told me
Jan 19 18:05:42 <LoverGuy>	hmmm
Jan 19 18:05:43 <RammsteinFan>	i just know one side of the story
Jan 19 18:05:55 <LoverGuy>	yeah, that's true
Jan 19 18:06:17 <LoverGuy>	two days back she told me not to speak to her for a few days
Jan 19 18:06:50 <LoverGuy>	that she's getting medical help to manage depression and anger
Jan 19 18:06:59 <RammsteinFan>	ok
Jan 19 18:07:33 <LoverGuy>	but it didn't seem so by her behaviour.. she seemed happy
Jan 19 18:07:59 <RammsteinFan>	ok
**** ENDING LOGGING AT Thu Jan 19 18:19:09 2017

**** BEGIN LOGGING AT Thu Jan 19 19:02:25 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 19 19:02:25 <LoverGuy>	bbl
Jan 19 19:03:04 <RammsteinFan>	ok
**** ENDING LOGGING AT Thu Jan 19 19:09:21 2017

**** BEGIN LOGGING AT Mon Jan 23 09:30:27 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 23 09:30:27 <LoverGuy>	found ur time of birth?
Jan 23 09:31:21 <RammsteinFan>	no man
Jan 23 09:31:29 <LoverGuy>	lol
Jan 23 09:31:30 <LoverGuy>	ok
**** ENDING LOGGING AT Mon Jan 23 09:34:18 2017

**** BEGIN LOGGING AT Tue Jan 24 08:06:27 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 24 08:06:27 <LoverGuy>	hi ramm
Jan 24 08:06:34 <RammsteinFan>	hi lg
Jan 24 08:06:42 <LoverGuy>	playing in play?
Jan 24 08:06:46 <RammsteinFan>	yes
Jan 24 08:06:51 <LoverGuy>	:D
Jan 24 08:06:52 <RammsteinFan>	dragon invited me
Jan 24 08:06:54 <LoverGuy>	ok
Jan 24 08:07:06 <LoverGuy>	she's admin there..
Jan 24 08:07:12 <RammsteinFan>	yeah i know
Jan 24 08:07:17 <RammsteinFan>	she is there right now
Jan 24 08:07:18 <LoverGuy>	dunno if i'll get the boot
Jan 24 08:07:27 <LoverGuy>	she's playing?
Jan 24 08:07:40 <RammsteinFan>	yes
Jan 24 08:07:44 <LoverGuy>	ok
Jan 24 08:08:46 <RammsteinFan>	everthing ok betwen you and az?
Jan 24 08:09:44 <LoverGuy>	yea
Jan 24 08:09:47 <LoverGuy>	lol
Jan 24 08:09:49 <LoverGuy>	why?
Jan 24 08:10:03 <RammsteinFan>	just asking
Jan 24 08:10:19 <RammsteinFan>	he messaged me and said he was sorry and lets be freinds again
Jan 24 08:10:28 <LoverGuy>	ok..
Jan 24 08:10:28 <RammsteinFan>	it seems someone told him bad things about me
Jan 24 08:10:36 <LoverGuy>	who did?
Jan 24 08:10:39 <RammsteinFan>	idk
Jan 24 08:10:52 <RammsteinFan>	he said he wont tell me coz it will again lead to misunderstandings
Jan 24 08:11:08 <LoverGuy>	lol
Jan 24 08:11:23 <RammsteinFan>	i want to know who it is though
Jan 24 08:11:30 <LoverGuy>	how can someone know any "bad" things about you?
Jan 24 08:11:47 <RammsteinFan>	bad meaning i was to blame for somethings which happened in trivia
Jan 24 08:12:30 <LoverGuy>	you mean the fights?
Jan 24 08:12:33 <RammsteinFan>	yes
Jan 24 08:12:39 <RammsteinFan>	between you and sapphire
Jan 24 08:12:59 <LoverGuy>	how can that be?
Jan 24 08:13:14 <LoverGuy>	you have not even spoken to her
Jan 24 08:13:15 <RammsteinFan>	idk
Jan 24 08:13:19 <RammsteinFan>	yeah exactly
Jan 24 08:13:27 <RammsteinFan>	i wonder who told him
Jan 24 08:13:46 <LoverGuy>	i think he's assuming things
Jan 24 08:13:56 <RammsteinFan>	idk what it is
Jan 24 08:14:06 <RammsteinFan>	anyway i think its all fine now
Jan 24 08:14:27 <LoverGuy>	yeah
Jan 24 08:14:36 <LoverGuy>	he talks normally now
Jan 24 08:14:42 <RammsteinFan>	ok
Jan 24 08:15:11 <RammsteinFan>	good thing he realised it
Jan 24 08:15:55 <LoverGuy>	she's getting engaged
Jan 24 08:15:58 <LoverGuy>	and he's in pain
Jan 24 08:16:16 <RammsteinFan>	yes i guess
Jan 24 08:16:18 <RammsteinFan>	sad
Jan 24 08:16:22 <LoverGuy>	hmm
Jan 24 08:16:43 <LoverGuy>	and this gal's getting close to prawn salad
Jan 24 08:17:06 <RammsteinFan>	i see
Jan 24 08:19:37 <LoverGuy>	who could tell him such things?
Jan 24 08:19:54 <RammsteinFan>	idk...and i dont want to know
Jan 24 08:20:44 <LoverGuy>	only you, dew and deb knew
Jan 24 08:21:28 <RammsteinFan>	knew what?
Jan 24 08:23:15 <LoverGuy>	that i and sap were fighting
Jan 24 08:23:42 <RammsteinFan>	hmm idk
Jan 24 08:23:49 <RammsteinFan>	let it go
Jan 24 08:24:20 <LoverGuy>	i'll talk to him
Jan 24 08:24:31 <RammsteinFan>	to who?
Jan 24 08:24:35 <RammsteinFan>	no dont
Jan 24 08:24:39 <RammsteinFan>	everything is fine now
Jan 24 08:24:51 <RammsteinFan>	dont need to start this again
Jan 24 08:25:00 <LoverGuy>	let me find out....
Jan 24 08:25:10 <RammsteinFan>	no need
Jan 24 08:25:19 <RammsteinFan>	so dont talk to him
Jan 24 08:25:23 <RammsteinFan>	ok?
Jan 24 08:25:59 <LoverGuy>	hmmm... am curious
Jan 24 08:26:56 *	Notify: LoverGuy is offline (LibraIRC)
Jan 24 08:26:56 *	LoverGuy has quit (Quit: Reason filtered)
Jan 24 08:28:08 <RammsteinFan>	wb
Jan 24 08:28:13 <LoverGuy>	ty
Jan 24 08:28:29 <RammsteinFan>	you maybe be curious but now everything is fine so dont ask him
Jan 24 08:28:46 <LoverGuy>	ok...
**** ENDING LOGGING AT Tue Jan 24 08:29:49 2017

**** BEGIN LOGGING AT Wed Jan 25 05:11:01 2017

[LoverGuy has address eternally@love.friendship.faith.trust.peace.bliss]
Jan 25 05:11:01 <LoverGuy>	enough :)
Jan 25 05:11:11 <RammsteinFan>	?
Jan 25 05:11:18 <LoverGuy>	she has threatened to ban me if i enter that room
Jan 25 05:11:25 <RammsteinFan>	i see
Jan 25 05:11:43 <RammsteinFan>	thats harsh
Jan 25 05:11:49 <LoverGuy>	it's 'her' room
Jan 25 05:11:57 <LoverGuy>	yep
Jan 25 05:11:59 <LoverGuy>	harsh
Jan 25 05:12:28 <RammsteinFan>	yes
Jan 25 05:13:44 <LoverGuy>	it's a public room, and no such threats ought to be made unless someone causes trouble
Jan 25 05:14:23 <RammsteinFan>	yes
Jan 25 05:14:26 <LoverGuy>	shows what happens when unruly people are given power
Jan 25 05:15:29 <RammsteinFan>	yes
Jan 25 05:15:38 <RammsteinFan>	hoppy removed her op status in trivia
Jan 25 05:15:44 <LoverGuy>	yeah
Jan 25 05:16:17 <LoverGuy>	so dragon created a room for her made her an op there :D
Jan 25 05:17:11 <RammsteinFan>	i see
Jan 25 05:17:14 <LoverGuy>	i think one of your pvt msgs got spilled into the mains, yesterday..
Jan 25 05:17:36 <LoverGuy>	[08:27.34] <%RammsteinFan> he doesnt want to reveal his game
Jan 25 05:17:43 <RammsteinFan>	no
Jan 25 05:18:07 <RammsteinFan>	where did you get that?
Jan 25 05:18:09 *	Notify: hoppy is online (LibraIRC)
Jan 25 05:18:09 *	[hoppy] (Me@F871C6.9A8709.C749E7.6B7B6E): hOpPy
Jan 25 05:18:09 *	[hoppy] irc01-purple.librairc.net :LibraIRC EU Server
Jan 25 05:18:09 *	[hoppy] idle 00:00:01, signon: Wed Jan 25 05:18:04
Jan 25 05:18:09 *	[hoppy] End of WHOIS list.
Jan 25 05:18:21 *	Notify: hoppy is offline (LibraIRC)
Jan 25 05:18:21 *	Notify: hoppy is online (LibraIRC)
Jan 25 05:18:21 *	[hoppy] (Me@hOpPy.Moderator.Trivia): hOpPy
Jan 25 05:18:21 *	[hoppy] ~#trivia 
Jan 25 05:18:21 *	[hoppy] irc01-purple.librairc.net :LibraIRC EU Server
Jan 25 05:18:21 *	[hoppy] is logged in as Hoppy
Jan 25 05:18:21 *	[hoppy] idle 00:00:01, signon: Wed Jan 25 05:18:04
Jan 25 05:18:21 *	[hoppy] End of WHOIS list.
Jan 25 05:18:22 <LoverGuy>	it came up in trivia
Jan 25 05:18:32 <RammsteinFan>	hmmm
Jan 25 05:18:46 <RammsteinFan>	i was pulling someones leg
Jan 25 05:18:50 <LoverGuy>	lol
Jan 25 05:18:54 <LoverGuy>	whose?
Jan 25 05:18:59 <LoverGuy>	if i may ask
Jan 25 05:18:59 <RammsteinFan>	you keep watching all of these messages
Jan 25 05:19:03 <RammsteinFan>	?
Jan 25 05:19:34 <LoverGuy>	i entered the room after i reconnected after a dc
Jan 25 05:19:50 <LoverGuy>	and this was the first thing i saw
Jan 25 05:20:16 <RammsteinFan>	i see
Jan 25 05:20:17 <RammsteinFan>	sure
Jan 25 05:21:12 <LoverGuy>	i thought you had typed it in my pm when we were speaking abt az, and since i got dc, it came up in the mains
Jan 25 05:21:20 <LoverGuy>	so i noted it down
Jan 25 05:22:10 <RammsteinFan>	sure man
