**** BEGIN LOGGING AT Thu Oct 20 01:47:39 2016

[DeWdRoPs has address Chat@0985EB.170366.909CF5.B50CCC]
Oct 20 01:47:39 <DeWdRoPs>	Veeeeeeeer.
Feb 18 19:22:47 <RammsteinFan>	whats the matter?
Feb 18 19:22:48 <DeWdRoPs>	And then after all is over, we think about it, then we realize. Lol
Feb 18 19:23:14 <RammsteinFan>	nazu?
Feb 18 19:23:15 <DeWdRoPs>	It's all happening too soon, Veer.
Feb 18 19:23:29 <RammsteinFan>	you have one more year no?
Feb 18 19:23:34 <DeWdRoPs>	I am happy, yes.
Feb 18 19:23:44 <DeWdRoPs>	But I wasn't ready.
Feb 18 19:23:50 <DeWdRoPs>	Yes. I do.
Feb 18 19:24:01 <RammsteinFan>	you were not ready for marriage?
Feb 18 19:24:13 <DeWdRoPs>	Nooooo. Not at all. I wasn't ready for any of this.
Feb 18 19:24:20 <DeWdRoPs>	But it's okie.
Feb 18 19:24:28 <RammsteinFan>	what else do you want to do after graduating?
Feb 18 19:24:32 <RammsteinFan>	travel right?
Feb 18 19:24:34 <DeWdRoPs>	Nouman is very understanding. I like him.
Feb 18 19:24:37 <DeWdRoPs>	Yes. Travel.
Feb 18 19:24:41 <DeWdRoPs>	I can do it with him.
Feb 18 19:24:45 <RammsteinFan>	so he will take you
Feb 18 19:24:49 <RammsteinFan>	yeah exaxctly
Feb 18 19:24:54 <DeWdRoPs>	We will be coming to India for sure. He promised me :)
Feb 18 19:24:58 <RammsteinFan>	and you wont be under your mom too
Feb 18 19:25:02 <DeWdRoPs>	So be ready in 2018, to meet me :P
Feb 18 19:25:08 <RammsteinFan>	ok :)
Feb 18 19:25:15 <RammsteinFan>	i will keep milksahkes ready lool
Feb 18 19:25:17 <DeWdRoPs>	Inshallah. I am soooo excited :)
Feb 18 19:25:19 <DeWdRoPs>	Lol :P
Feb 18 19:25:26 <DeWdRoPs>	I told LG too, to be ready :D
Feb 18 19:25:28 <RammsteinFan>	dont be sad
Feb 18 19:25:41 <DeWdRoPs>	I am not, Veeeeeeeeer. It's a mixed feeling :)
Feb 18 19:25:43 <RammsteinFan>	best part is you wont be under your mom
Feb 18 19:25:47 <RammsteinFan>	yeah i know
Feb 18 19:25:53 <DeWdRoPs>	Maybe I suck at handling too much happiness !!
Feb 18 19:26:04 <DeWdRoPs>	When I am very happy, I get scared.
Feb 18 19:26:14 <RammsteinFan>	prob nouman can give you some freedom whcih you will never get with your mom
Feb 18 19:26:17 <RammsteinFan>	lol
Feb 18 19:26:23 <DeWdRoPs>	I always thought I will be happy to fly away from here..
Feb 18 19:26:30 <DeWdRoPs>	But it isn't like that, Veeer !!
Feb 18 19:26:36 <RammsteinFan>	what are you talking about? happy and scared dont go together :)
Feb 18 19:26:45 <RammsteinFan>	its not?
Feb 18 19:26:48 <DeWdRoPs>	I am sad when I think of leaving everyone.
Feb 18 19:26:52 <RammsteinFan>	ah yes
Feb 18 19:26:57 <RammsteinFan>	that is obvious nazu
Feb 18 19:27:04 <RammsteinFan>	but you know you will have to do it sometime
Feb 18 19:27:07 <DeWdRoPs>	Granny.. Dad... Mom.. my brothers, Goofy, Noorie..
Feb 18 19:27:15 <DeWdRoPs>	How would I live without them ?
Feb 18 19:27:17 <DeWdRoPs>	I know.
Feb 18 19:27:21 <RammsteinFan>	goffy and noorie...dogs?
Feb 18 19:27:29 <RammsteinFan>	you can visit them from time to time
Feb 18 19:27:34 <DeWdRoPs>	Goofy is the doggie and Noorie is my parrot.
Feb 18 19:27:40 <RammsteinFan>	you will get used to that life too
Feb 18 19:27:42 <RammsteinFan>	believe me
Feb 18 19:28:09 <RammsteinFan>	you can visit them once a year..twice a year
Feb 18 19:28:09 <DeWdRoPs>	Noorie will get freedom. I plan to fly her away.. Go bird go.. Fly with the clouds and soar above them..
Feb 18 19:28:18 <RammsteinFan>	i see
Feb 18 19:28:21 <DeWdRoPs>	I know. Inshallah. All will be fine :)
Feb 18 19:28:23 <RammsteinFan>	yes do that
Feb 18 19:28:35 <RammsteinFan>	:) good
Feb 18 19:28:38 <RammsteinFan>	do not worry
Feb 18 19:28:39 <DeWdRoPs>	Yes, Veeeeeer. I will do that :)
Feb 18 19:28:43 <RammsteinFan>	here have a milkshake :)
Feb 18 19:28:49 <DeWdRoPs>	I will not. :)
Feb 18 19:28:51 <RammsteinFan>	its whatever kind you want it to be :P
Feb 18 19:28:54 <DeWdRoPs>	Aww. Dhanyavaad :)
Feb 18 19:29:00 <RammsteinFan>	:)
Feb 18 19:29:06 <DeWdRoPs>	Watermelon and only watermelon :)
Feb 18 19:29:07 <DeWdRoPs>	:P
Feb 18 19:29:09 <RammsteinFan>	lol
Feb 18 19:29:12 <RammsteinFan>	knew it!
Feb 18 19:29:19 <DeWdRoPs>	Ha ha :P
Feb 18 19:29:19 <RammsteinFan>	its watermelon season afer all lol
Feb 18 19:29:33 <DeWdRoPs>	I am soo predictable, eh ? :P
Feb 18 19:29:37 <RammsteinFan>	:P
Feb 18 19:29:39 <RammsteinFan>	nope
Feb 18 19:29:40 <DeWdRoPs>	Ah okie. That's good then :)
Feb 18 19:29:54 <RammsteinFan>	just in your choice of milkshakes :)
Feb 18 19:30:14 <DeWdRoPs>	Hope you keep smiling always like this and be happy and positive like this, Veeeer. Ameeeen :)
Feb 18 19:30:22 <DeWdRoPs>	Yessssssssssss :) I lofe watermelons :)
Feb 18 19:30:27 <RammsteinFan>	everyone is predictable after you spend a certain amount time with them
Feb 18 19:30:35 <RammsteinFan>	thanks a lot nazu :)
Feb 18 19:30:38 <DeWdRoPs>	Yes. I know :)
Feb 18 19:30:38 <RammsteinFan>	i hope i am too
Feb 18 19:30:46 <DeWdRoPs>	Inshallah. You will be :)
Feb 18 19:31:01 <RammsteinFan>	well sometimes i am not
Feb 18 19:31:15 <DeWdRoPs>	Yes. Then you will be "normal" :P
Feb 18 19:31:17 <RammsteinFan>	i was supposed to meet a friend for drinks today...his wife didnt let him
Feb 18 19:31:22 <DeWdRoPs>	O.o
Feb 18 19:31:24 <RammsteinFan>	oh yes :)
Feb 18 19:31:33 <RammsteinFan>	i like being normal lol
Feb 18 19:31:56 <DeWdRoPs>	No, Veeer. be crazy and weird :P
Feb 18 19:31:59 <RammsteinFan>	lol
Feb 18 19:32:20 <RammsteinFan>	yes actually i dont like being normal lol
Feb 18 19:32:29 <DeWdRoPs>	Yes. That's how it should be.
Feb 18 19:32:42 <RammsteinFan>	well sometimes its fine
Feb 18 19:32:45 <RammsteinFan>	sometimes its not
Feb 18 19:32:47 <DeWdRoPs>	The moment we are categorized as "normal", it means there's something wrong :P
Feb 18 19:32:54 <DeWdRoPs>	Granny's mantra of life. Lol
Feb 18 19:32:59 <DeWdRoPs>	I know
Feb 18 19:33:03 <RammsteinFan>	since dad my mom says i am a bit more serious now
Feb 18 19:33:12 <RammsteinFan>	lol good mantra
Feb 18 19:33:20 <RammsteinFan>	i will remember that
Feb 18 19:33:32 <DeWdRoPs>	Yes. They know it better. :)
Feb 18 19:33:45 <RammsteinFan>	well yes its my responsibility
Feb 18 19:33:55 <RammsteinFan>	im the son...so i gotta take care of that
Feb 18 19:34:14 <RammsteinFan>	and there are some relatives who judge my mom when my dad is sick
Feb 18 19:34:18 <DeWdRoPs>	Yesss. And I am really proud of you :) Hugssss and double Hugssss for that :)
Feb 18 19:34:21 <DeWdRoPs>	O.o
Feb 18 19:34:23 <RammsteinFan>	thanks
Feb 18 19:34:26 <DeWdRoPs>	How could they?
Feb 18 19:34:28 <RammsteinFan>	hugggs :)
Feb 18 19:34:37 <RammsteinFan>	she does more than she should at her age
Feb 18 19:34:52 <RammsteinFan>	a lot of em are pressuring me to get amrried too
Feb 18 19:34:52 <DeWdRoPs>	Yesss. She is doing the best she can.
Feb 18 19:35:08 <RammsteinFan>	would ease her burden at home
Feb 18 19:35:16 <DeWdRoPs>	Hmmm. What do you say about that ?
Feb 18 19:35:36 <RammsteinFan>	well makes sense
Feb 18 19:35:44 <RammsteinFan>	i am a bit old too lol
Feb 18 19:35:57 <DeWdRoPs>	Says who ? :)
Feb 18 19:36:01 <RammsteinFan>	but i dont like arranged marriages
Feb 18 19:36:03 <RammsteinFan>	says me lol
Feb 18 19:36:12 <DeWdRoPs>	Lol. Okie :)
Feb 18 19:36:12 <RammsteinFan>	i will be 33 in 7 days nazu
Feb 18 19:36:13 <DeWdRoPs>	Ah
Feb 18 19:36:25 <DeWdRoPs>	You don't like arranged marriages. Ahaan.
Feb 18 19:36:33 <DeWdRoPs>	33 isn't bit old !!
Feb 18 19:36:40 <RammsteinFan>	getting a girl would be a bit difficult after 35
Feb 18 19:36:55 <RammsteinFan>	i dont know i just dont know
Feb 18 19:36:55 <DeWdRoPs>	Just 7 more days. And it's little Veer's birthday. Yayyyy :)
Feb 18 19:36:58 <RammsteinFan>	lol
Feb 18 19:36:59 <RammsteinFan>	yes
Feb 18 19:37:05 <RammsteinFan>	dont call me little ooool
Feb 18 19:37:12 <RammsteinFan>	im not as little as i used to be
Feb 18 19:37:38 <DeWdRoPs>	That little Veer is still in you, and will be in you, no matter how old you become.
Feb 18 19:37:46 <RammsteinFan>	aaah yes i know
Feb 18 19:37:59 <RammsteinFan>	im kinda like peter pan that way lol
Feb 18 19:38:10 <DeWdRoPs>	Yes. The boy who doesn't grow old :P
Feb 18 19:38:12 <DeWdRoPs>	Mashallah :)
Feb 18 19:38:14 <RammsteinFan>	lol
Feb 18 19:38:33 <RammsteinFan>	well experience in your life makes you mature
Feb 18 19:38:45 <DeWdRoPs>	I agree :)
Feb 18 19:38:46 <RammsteinFan>	its not like you will be mature in a second and 
Feb 18 19:38:55 <RammsteinFan>	:)
Feb 18 19:39:07 <DeWdRoPs>	True that is.
Feb 18 19:39:13 <RammsteinFan>	:)
Feb 18 19:39:16 <DeWdRoPs>	Do you love someone ?
Feb 18 19:39:25 <RammsteinFan>	nope...i had a gf
Feb 18 19:39:32 <DeWdRoPs>	Yes. I know that.
Feb 18 19:39:38 <RammsteinFan>	how do you know?
Feb 18 19:39:41 <RammsteinFan>	i enever told you
Feb 18 19:40:01 <DeWdRoPs>	Not to me in personal. But I have seen you talking about it in the mains.
Feb 18 19:40:05 <RammsteinFan>	ah ok
Feb 18 19:40:07 <DeWdRoPs>	I don't know the details though.
Feb 18 19:40:09 <RammsteinFan>	i guess i did
Feb 18 19:40:14 <DeWdRoPs>	But I know that you had one.
Feb 18 19:40:17 <RammsteinFan>	she left me coz he dad didnt like me
Feb 18 19:40:26 <RammsteinFan>	ive had a few :)
Feb 18 19:40:42 <DeWdRoPs>	I wouldn't be suprised :)
Feb 18 19:40:45 <RammsteinFan>	lol
Feb 18 19:40:48 <RammsteinFan>	whys that?
Feb 18 19:41:07 <DeWdRoPs>	Because you have such a great personality. You are understanding, caring and full of energy and positivity. Mashallah :)
Feb 18 19:41:12 <RammsteinFan>	her dad didnt like me coz i am of a different caste
Feb 18 19:41:16 <RammsteinFan>	looool
Feb 18 19:41:18 <RammsteinFan>	india!
Feb 18 19:41:30 <RammsteinFan>	worst system in the world loool
Feb 18 19:41:39 <RammsteinFan>	ahh thanks nazu :)
Feb 18 19:41:54 <DeWdRoPs>	I mean it, Veer :) yw
Feb 18 19:42:05 <RammsteinFan>	ty...really means a lot to me
Feb 18 19:42:17 <DeWdRoPs>	:) Hugsssss :)
Feb 18 19:42:21 <RammsteinFan>	hugss :)
Feb 18 19:43:03 <RammsteinFan>	and here is another milkshake
Feb 18 19:43:18 <RammsteinFan>	you prob slurped the previous one real quick lol
Feb 18 19:43:23 <DeWdRoPs>	Thank youuuuuu :)
Feb 18 19:43:26 <DeWdRoPs>	Yes :D
Feb 18 19:43:28 <RammsteinFan>	yvw :)
Feb 18 19:44:07 <RammsteinFan>	is your school still on?
Feb 18 19:44:23 <DeWdRoPs>	Yesss. I will join back on Tuesday.
Feb 18 19:44:27 <RammsteinFan>	yes
Feb 18 19:44:28 <DeWdRoPs>	Exams in March
Feb 18 19:44:29 <RammsteinFan>	course
Feb 18 19:44:32 <RammsteinFan>	wow so close
Feb 18 19:44:48 <DeWdRoPs>	Yes. It's okie. I will manage :)
Feb 18 19:44:51 <RammsteinFan>	but would be an easy task for you
Feb 18 19:45:03 <RammsteinFan>	you will prob top your exams
Feb 18 19:45:11 <DeWdRoPs>	Not an easy one this time. But I can and I will manage. Inshallah :)
Feb 18 19:45:16 <RammsteinFan>	why not?
Feb 18 19:45:19 <DeWdRoPs>	I doubt it this semester, Veer.
Feb 18 19:45:27 <DeWdRoPs>	Missed a lot of classes already.
Feb 18 19:45:30 <RammsteinFan>	behind on your studies
Feb 18 19:45:32 <DeWdRoPs>	And it's tough too.
Feb 18 19:45:34 <RammsteinFan>	ah ok yes
Feb 18 19:45:36 <RammsteinFan>	i guess
Feb 18 19:45:45 <RammsteinFan>	shouldnt be difficult for you though
Feb 18 19:46:05 <RammsteinFan>	i guess spend more time with our books and less in trivia loool...geez i sound like someones mom
Feb 18 19:46:05 *	Notify: AZ is offline (LibraIRC)
Feb 18 19:46:10 <DeWdRoPs>	Let's see. Inshallah :)
Feb 18 19:46:18 <DeWdRoPs>	Yes. I will. I shall. :)
Feb 18 19:46:25 <RammsteinFan>	im kidding
Feb 18 19:46:40 <RammsteinFan>	good :)
Feb 18 19:46:56 <DeWdRoPs>	No. I have to. Once I am back to the University, I will have to.
Feb 18 19:47:11 <DeWdRoPs>	Since the last 2 days, it's just a sudden rush of adrenaline :P
Feb 18 19:47:14 <RammsteinFan>	well take sometime off studies nazu...relax a while
Feb 18 19:47:16 <RammsteinFan>	lol
Feb 18 19:47:22 <RammsteinFan>	adrenaline eh?
Feb 18 19:47:27 <RammsteinFan>	lol
Feb 18 19:47:28 <RammsteinFan>	ok ok
Feb 18 19:47:28 <DeWdRoPs>	Because I was away for almost one week and when I came back, just couldn't resist.
Feb 18 19:47:34 <RammsteinFan>	take it easy nazu
Feb 18 19:47:40 <DeWdRoPs>	Yes. Trivia makes me "high" :P
Feb 18 19:47:45 <DeWdRoPs>	Is that right to say ?
Feb 18 19:47:57 <RammsteinFan>	paying attention is class is overrateed anyway loool
Feb 18 19:48:08 <RammsteinFan>	yes but doenst look good coming from you :)
Feb 18 19:48:34 <DeWdRoPs>	Priya always say this..
Feb 18 19:48:35 <RammsteinFan>	dont get high lol
Feb 18 19:48:47 <DeWdRoPs>	Being high. Anything and everything makes her "high"
Feb 18 19:48:47 <RammsteinFan>	oh you can get high from milkshakes lol
Feb 18 19:48:52 <RammsteinFan>	wow
Feb 18 19:48:53 <DeWdRoPs>	Yessss. :P
Feb 18 19:49:19 <RammsteinFan>	she is a...kinda... crazy...girl eh
Feb 18 19:49:37 <DeWdRoPs>	But the best friend anyone can get, Veer. I am grateful for that :)
Feb 18 19:49:45 <RammsteinFan>	thats great :)
Feb 18 19:49:59 <RammsteinFan>	its good you have someone to confide in
Feb 18 19:50:07 <DeWdRoPs>	Yesss. Lot of people warned me that I have to be cautious around her.
Feb 18 19:50:15 <RammsteinFan>	your aunt probably :)
Feb 18 19:50:18 <DeWdRoPs>	She is the kind who has always been misunderstood.
Feb 18 19:50:29 <DeWdRoPs>	Yess. She was the first one.
Feb 18 19:50:31 <RammsteinFan>	:)
Feb 18 19:50:35 <RammsteinFan>	i remember
Feb 18 19:50:48 <DeWdRoPs>	Hmmm :)
Feb 18 19:50:51 <RammsteinFan>	there is more to people than meets the eye
Feb 18 19:51:04 <DeWdRoPs>	Yes. And we can't judge people and make them our friends.
Feb 18 19:51:15 <RammsteinFan>	not my quote...its from transformers
Feb 18 19:51:24 <RammsteinFan>	ofcourse
Feb 18 19:51:25 <DeWdRoPs>	Good one :)
Feb 18 19:51:51 <RammsteinFan>	someone said "relatives are given but thank god we can choose our friends"
Feb 18 19:52:19 <DeWdRoPs>	Yes we can choose them. But it's better not to judge them, eh ?
Feb 18 19:52:27 <RammsteinFan>	ofcourse
Feb 18 19:52:39 <RammsteinFan>	is anyone judging you?
Feb 18 19:52:51 <DeWdRoPs>	I believe friendship is such a beautiful relationship :) Mashallah.
Feb 18 19:52:59 <DeWdRoPs>	No, my dear Veeeer.
Feb 18 19:53:01 <RammsteinFan>	tell them its your life
Feb 18 19:53:06 <DeWdRoPs>	That was a general statement :)
Feb 18 19:53:09 <RammsteinFan>	ok :)
Feb 18 19:53:32 <RammsteinFan>	yep friendship is great
Feb 18 19:53:43 <RammsteinFan>	i lost touch with my good freind from schoool
Feb 18 19:53:54 <RammsteinFan>	he doesnt even pick up the phone
Feb 18 19:53:54 <DeWdRoPs>	Yes. And friends are the greatest treasures anyone can get in a life
Feb 18 19:54:01 <DeWdRoPs>	Oh. Why is that ?
Feb 18 19:54:02 <RammsteinFan>	hes depressed
Feb 18 19:54:14 <RammsteinFan>	i tried calling him from different numbers
Feb 18 19:54:23 <DeWdRoPs>	Hmmm..
Feb 18 19:54:31 <RammsteinFan>	he picks up hears my voice and cuts the call
Feb 18 19:54:43 <DeWdRoPs>	O.o Strange !
Feb 18 19:54:43 <RammsteinFan>	does this to everyone except his mom 
Feb 18 19:55:05 <DeWdRoPs>	Maybe because of the mental state that he is in !
Feb 18 19:55:08 <RammsteinFan>	we school friends have a whatsapp group and he is never there
Feb 18 19:55:10 <RammsteinFan>	idk nazu
Feb 18 19:55:20 <RammsteinFan>	i was worried about him for  while
Feb 18 19:55:25 <RammsteinFan>	went to his home too this time
Feb 18 19:55:34 <RammsteinFan>	his mom says i dont know wht to do about him either
Feb 18 19:55:53 <DeWdRoPs>	Hmmm. That is such a sad situation !
Feb 18 19:56:05 <RammsteinFan>	its like they say "trouble comes in multiples"
Feb 18 19:56:45 <RammsteinFan>	ok different topic...dont want to bore you with these :)
Feb 18 19:56:51 <DeWdRoPs>	I hope everything goes fine for him.
Feb 18 19:56:58 <DeWdRoPs>	No No, Veer. It isn't boring.
Feb 18 19:57:09 <RammsteinFan>	yes all i can do is hope
Feb 18 19:57:11 <DeWdRoPs>	All these things make us remember one thing always..
Feb 18 19:57:19 <RammsteinFan>	which is?
Feb 18 19:57:21 <DeWdRoPs>	We think that our problems are the biggest.
Feb 18 19:57:26 <DeWdRoPs>	But it isn't true.
Feb 18 19:57:31 <DeWdRoPs>	Actually we are blessed.
Feb 18 19:57:35 <RammsteinFan>	yes but they are problems neverthless
Feb 18 19:57:41 <RammsteinFan>	and some problems can be solved
Feb 18 19:57:54 <DeWdRoPs>	There are people who go through a lot more than a LOT.
Feb 18 19:57:55 <RammsteinFan>	but i understand your point
Feb 18 19:58:03 *	Notify: AZ is online (LibraIRC)
Feb 18 19:58:03 <RammsteinFan>	that is why i always try to stay cheerful
Feb 18 19:58:03 *	[AZ] (.@057EB3.0FB83E.4DCE05.98ECF2): .
Feb 18 19:58:03 *	[AZ] irc01-green.librairc.net :LibraIRC CA Server
Feb 18 19:58:03 *	[AZ] idle 00:00:10, signon: Sat Feb 18 19:51:16
Feb 18 19:58:03 *	[AZ] End of WHOIS list.
Feb 18 19:58:09 <DeWdRoPs>	Yes. Problems can be solved if we know the cause of it.
Feb 18 19:58:24 <DeWdRoPs>	Yes, Veer. And your cheerfulness is viral :)
Feb 18 19:58:27 <DeWdRoPs>	Mashallah :)
Feb 18 19:58:32 <RammsteinFan>	lol thanks
Feb 18 19:58:48 <DeWdRoPs>	:)
Feb 18 19:58:55 <DeWdRoPs>	Too many thanks today.
Feb 18 19:58:59 <DeWdRoPs>	Grrrrr :P
Feb 18 19:59:06 <RammsteinFan>	sometimes we think there is a problem which can turn into a blessing
Feb 18 19:59:10 <RammsteinFan>	lol
Feb 18 19:59:18 <RammsteinFan>	ok i take all the thanks back
Feb 18 19:59:22 <RammsteinFan>	happy?
Feb 18 19:59:58 <DeWdRoPs>	Noooo. I will keep them. It's okie :)
Feb 18 20:00:06 <RammsteinFan>	:)
Feb 18 20:00:12 <RammsteinFan>	let me tell you a story
Feb 18 20:00:18 <RammsteinFan>	ill just post a link
Feb 18 20:00:21 <RammsteinFan>	hold on
Feb 18 20:00:33 <DeWdRoPs>	Okie
Feb 18 20:01:23 <RammsteinFan>	its from charlie wilsons war
Feb 18 20:01:28 <RammsteinFan>	my browser is hanged
Feb 18 20:01:33 <RammsteinFan>	seen that movie?
Feb 18 20:01:50 <DeWdRoPs>	No, Veeer.
Feb 18 20:03:57 <RammsteinFan>	hold on
Feb 18 20:04:08 <RammsteinFan>	i prob have to type the entire thing groan
Feb 18 20:04:22 <RammsteinFan>	i was plannig to just copy paste it...the lasy guy i am lol
Feb 18 20:04:35 <DeWdRoPs>	Ah okie :)
Feb 18 20:04:37 <DeWdRoPs>	I am here
Feb 18 20:07:05 <RammsteinFan>	i have to restart my browser
Feb 18 20:07:16 <RammsteinFan>	and it hangs coz there are a lot of pages
Feb 18 20:07:52 <DeWdRoPs>	Ah. Mail it, possible ?
Feb 18 20:08:01 <RammsteinFan>	no i want you to read it now
Feb 18 20:08:06 <RammsteinFan>	and we will discuss it :)
Feb 18 20:08:18 <DeWdRoPs>	Okie then. Take your time :)
Feb 18 20:08:21 <RammsteinFan>	ok browser restarted lol
Feb 18 20:08:35 <RammsteinFan>	finally!
Feb 18 20:08:51 <DeWdRoPs>	Yayyyyyyyyyyyy :)
Feb 18 20:10:54 <RammsteinFan>	:)
Feb 18 20:11:11 <DeWdRoPs>	:) :) :) :)
Feb 18 20:11:32 <RammsteinFan>	its about that problem you have so i want you to read it now
Feb 18 20:11:40 *	Notify: AZ is offline (LibraIRC)
Feb 18 20:11:59 <DeWdRoPs>	Okie, Veeeeeer :)
Feb 18 20:12:10 *	Notify: AZ is online (LibraIRC)
Feb 18 20:12:10 *	[AZ] (.@057EB3.0FB83E.4DCE05.98ECF2): .
Feb 18 20:12:10 *	[AZ] irc01-blue.librairc.net :LibraIRC EU Server
Feb 18 20:12:10 *	[AZ] idle 00:00:11, signon: Sat Feb 18 20:12:40
Feb 18 20:12:10 *	[AZ] End of WHOIS list.
Feb 18 20:12:12 <RammsteinFan>	Gust Avrakotos: There's a little boy and on his 14th birthday he gets a horse... and everybody in the village says, "how wonderful. The boy got a horse" And the Zen master says, "we'll see." Two years later, the boy falls off the horse, breaks his leg, and everyone in the village says, "How terrible." And the Zen master says, "We'll see." Then, a war breaks out and all the young men have to go off 
Feb 18 20:12:12 <RammsteinFan>	and fight... except the boy can't cause his legs all messed up. and everybody in the village says, "How wonderful."
Feb 18 20:12:12 <RammsteinFan>	Charlie Wilson: Now the Zen master says, "We'll see."
Feb 18 20:12:15 <RammsteinFan>	ok here it is
Feb 18 20:14:40 <RammsteinFan>	?
Feb 18 20:14:49 <DeWdRoPs>	Hmmmm.. Reading it again.
Feb 18 20:14:53 <RammsteinFan>	ok :)
Feb 18 20:14:53 <RammsteinFan>	tyt
Feb 18 20:14:54 <DeWdRoPs>	I need to read twice :)
Feb 18 20:15:01 <RammsteinFan>	ok ok take your time
Feb 18 20:15:03 <RammsteinFan>	:)
Feb 18 20:15:44 <RammsteinFan>	even if you dont get it i am there to explain
Feb 18 20:15:46 <DeWdRoPs>	The story ends there ??
Feb 18 20:15:46 <RammsteinFan>	:)
Feb 18 20:15:52 <RammsteinFan>	yes lol
Feb 18 20:16:08 <RammsteinFan>	sorry but you didnt get it?
Feb 18 20:16:28 <DeWdRoPs>	It means everything that happens, it happens for a reason ?
Feb 18 20:16:32 <RammsteinFan>	nope
Feb 18 20:16:42 <RammsteinFan>	it means nothing is good or bad
Feb 18 20:16:59 <DeWdRoPs>	Good and bad are just "relative" terms ?
Feb 18 20:17:03 <RammsteinFan>	something you think is good could be bad later and something which you think is bad can be good
Feb 18 20:17:06 <RammsteinFan>	yep
Feb 18 20:17:08 <DeWdRoPs>	It depends on how we perceive it ?
Feb 18 20:17:12 <RammsteinFan>	just depends on situation
Feb 18 20:17:15 <DeWdRoPs>	ie*
Feb 18 20:17:26 <DeWdRoPs>	Yessss. It makes sense now.
Feb 18 20:17:39 <RammsteinFan>	the boy gets a horse...is good...but laters falls off the horse and break his leg...bad
Feb 18 20:17:51 <RammsteinFan>	war break out and he doenst have to go...good
Feb 18 20:18:07 <DeWdRoPs>	Yes. If he didn't break his legs, he would have gone to the war.
Feb 18 20:18:09 <RammsteinFan>	so the zen master always says "we'll see"
Feb 18 20:18:12 <RammsteinFan>	yep
Feb 18 20:18:15 <DeWdRoPs>	Yes.
Feb 18 20:18:29 <RammsteinFan>	you never know what can happen later
Feb 18 20:18:41 <DeWdRoPs>	Yes, Veeeer. Now I completely understand :)
Feb 18 20:18:48 <RammsteinFan>	so never judge in the moment if the moment is good or bad :)
